time,queen,threads,solutions,seconds,microseconds,cpu_temp,gpu_temp
1525794859, 12, 2, 14200, 61, 100880
1525794921, 12, 2, 14200, 62, 19451
1525794980, 12, 2, 14200, 59, 428889
1525795040, 12, 2, 14200, 59, 958411
1525795100, 12, 2, 14200, 59, 755254
1525795164, 12, 2, 14200, 63, 706966
1525795226, 12, 2, 14200, 62, 120041
1525795293, 12, 2, 14200, 66, 793127
1525795362, 12, 2, 14200, 69, 295952
1525795426, 12, 2, 14200, 64, 163028
1525795495, 12, 2, 14200, 68, 527166
1525795559, 12, 2, 14200, 64, 590448
1525795628, 12, 2, 14200, 67, 981671
1525795694, 12, 2, 14200, 66, 706376
1525795766, 12, 2, 14200, 71, 418136
1525795833, 12, 2, 14200, 67, 140490
1525795902, 12, 2, 14200, 68, 771812
1525795971, 12, 2, 14200, 68, 451880
1525796036, 12, 2, 14200, 64, 890677
1525796105, 12, 2, 14200, 69, 512671
1525796172, 12, 2, 14200, 67, 217998
1525796242, 12, 2, 14200, 69, 563251
1525796310, 12, 2, 14200, 67, 379436
1525796377, 12, 2, 14200, 67, 406282
1525796446, 12, 2, 14200, 68, 778684
1525796511, 12, 2, 14200, 65, 219878
1525796583, 12, 2, 14200, 71, 413023
1525796650, 12, 2, 14200, 67, 636739
1525796721, 12, 2, 14200, 70, 749194
1525796792, 12, 2, 14200, 71, 74378
1525796862, 12, 2, 14200, 69, 781767
1525796933, 12, 2, 14200, 70, 383498
1525797001, 12, 2, 14200, 68, 466276
1525797068, 12, 2, 14200, 66, 836624
1525797135, 12, 2, 14200, 67, 286638
1525797204, 12, 2, 14200, 68, 996824
1525797273, 12, 2, 14200, 68, 894299
1525797342, 12, 2, 14200, 68, 55693
1525797409, 12, 2, 14200, 67, 403292
1525797477, 12, 2, 14200, 67, 368815
1525797543, 12, 2, 14200, 66, 124515
1525797610, 12, 2, 14200, 67, 481167
1525797679, 12, 2, 14200, 68, 621293
1525797749, 12, 2, 14200, 69, 769916
1525797819, 12, 2, 14200, 70, 169062
1525797890, 12, 2, 14200, 70, 404379
1525797959, 12, 2, 14200, 69, 121887
1525798025, 12, 2, 14200, 66, 639429
1525798094, 12, 2, 14200, 68, 467483
1525798164, 12, 2, 14200, 70, 259228
1525798233, 12, 2, 14200, 68, 183764
1525798301, 12, 2, 14200, 67, 803542
1525798372, 12, 2, 14200, 70, 947386
1525798442, 12, 2, 14200, 69, 897982
1525798510, 12, 2, 14200, 68, 152338
1525798578, 12, 2, 14200, 68, 248912
1525798649, 12, 2, 14200, 71, 144592
1525798718, 12, 2, 14200, 68, 759412
1525798788, 12, 2, 14200, 69, 510377
1525798861, 12, 2, 14200, 73, 270823
1525798927, 12, 2, 14200, 65, 520153
1525798995, 12, 2, 14200, 68, 29574
1525799062, 12, 2, 14200, 67, 499575
1525799132, 12, 2, 14200, 69, 136665
1525799202, 12, 2, 14200, 70, 335130
1525799270, 12, 2, 14200, 68, 266618
1525799341, 12, 2, 14200, 70, 989987
1525799413, 12, 2, 14200, 71, 869641
1525799482, 12, 2, 14200, 68, 535181
1525799551, 12, 2, 14200, 69, 470260
1525799622, 12, 2, 14200, 70, 478319
1525799692, 12, 2, 14200, 69, 536210
1525799760, 12, 2, 14200, 68, 173680
1525799829, 12, 2, 14200, 69, 478245
1525799904, 12, 2, 14200, 74, 80865
1525799972, 12, 2, 14200, 68, 265687
1525800038, 12, 2, 14200, 66, 502391
1525800109, 12, 2, 14200, 70, 345164
1525800180, 12, 2, 14200, 71, 307921
1525800249, 12, 2, 14200, 68, 326202
1525800316, 12, 2, 14200, 67, 366017
1525800384, 12, 2, 14200, 67, 997923
1525800451, 12, 2, 14200, 66, 957782
1525800520, 12, 2, 14200, 69, 182850
1525800591, 12, 2, 14200, 70, 783952
1525800661, 12, 2, 14200, 69, 589130
1525800731, 12, 2, 14200, 69, 604090
1525800800, 12, 2, 14200, 69, 2422
1525800868, 12, 2, 14200, 68, 86373
1525800940, 12, 2, 14200, 72, 111608
1525801009, 12, 2, 14200, 69, 78205
1525801082, 12, 2, 14200, 72, 977661
1525801151, 12, 2, 14200, 68, 517628
1525801219, 12, 2, 14200, 68, 165072
1525801289, 12, 2, 14200, 69, 510451
1525801356, 12, 2, 14200, 67, 549854
1525801424, 12, 2, 14200, 68, 132342
1525801492, 12, 2, 14200, 68, 12781
1525801560, 12, 2, 14200, 67, 796294
1525801628, 12, 2, 14200, 67, 200281
