time,queen,threads,solutions,seconds,microseconds,cpu_temp,gpu_temp
1525630048, 12, 2, 14200, 59, 272556
1525630108, 12, 2, 14200, 59, 453715
1525630167, 12, 2, 14200, 59, 153010
1525630227, 12, 2, 14200, 59, 372763
1525630285, 12, 2, 14200, 58, 789819
1525630346, 12, 2, 14200, 60, 759494
1525630410, 12, 2, 14200, 63, 919292
1525630474, 12, 2, 14200, 63, 213996
1525630536, 12, 2, 14200, 62, 590820
1525630599, 12, 2, 14200, 63, 51768
1525630661, 12, 2, 14200, 61, 919611
1525630725, 12, 2, 14200, 63, 524165
1525630788, 12, 2, 14200, 63, 43921
1525630852, 12, 2, 14200, 64, 350546
1525630917, 12, 2, 14200, 64, 755628
1525630980, 12, 2, 14200, 62, 828711
1525631045, 12, 2, 14200, 64, 861216
1525631107, 12, 2, 14200, 61, 663549
1525631172, 12, 2, 14200, 64, 940136
1525631234, 12, 2, 14200, 61, 979091
1525631300, 12, 2, 14200, 66, 244755
1525631364, 12, 2, 14200, 63, 951192
1525631426, 12, 2, 14200, 61, 630255
1525631491, 12, 2, 14200, 65, 207327
1525631555, 12, 2, 14200, 63, 574838
1525631620, 12, 2, 14200, 65, 461887
1525631687, 12, 2, 14200, 66, 82221
1525631749, 12, 2, 14200, 62, 692688
1525631814, 12, 2, 14200, 65, 62170
1525631878, 12, 2, 14200, 63, 178347
1525631942, 12, 2, 14200, 64, 363539
1525632006, 12, 2, 14200, 63, 290954
1525632070, 12, 2, 14200, 63, 969020
1525632132, 12, 2, 14200, 62, 758063
1525632198, 12, 2, 14200, 65, 166439
1525632260, 12, 2, 14200, 62, 450598
1525632322, 12, 2, 14200, 62, 99834
1525632387, 12, 2, 14200, 64, 560831
1525632451, 12, 2, 14200, 63, 915280
1525632514, 12, 2, 14200, 62, 830770
1525632578, 12, 2, 14200, 63, 820110
1525632644, 12, 2, 14200, 65, 826037
1525632709, 12, 2, 14200, 65, 277917
1525632773, 12, 2, 14200, 63, 397450
1525632838, 12, 2, 14200, 65, 10626
1525632901, 12, 2, 14200, 63, 532334
1525632965, 12, 2, 14200, 63, 735331
1525633030, 12, 2, 14200, 65, 79565
1525633094, 12, 2, 14200, 63, 356967
1525633157, 12, 2, 14200, 63, 781440
1525633220, 12, 2, 14200, 62, 897647
1525633284, 12, 2, 14200, 63, 472539
1525633349, 12, 2, 14200, 64, 850566
1525633412, 12, 2, 14200, 63, 432132
1525633475, 12, 2, 14200, 62, 812041
1525633539, 12, 2, 14200, 63, 992339
1525633603, 12, 2, 14200, 63, 512871
1525633666, 12, 2, 14200, 63, 386858
1525633732, 12, 2, 14200, 65, 314295
1525633798, 12, 2, 14200, 65, 999853
1525633862, 12, 2, 14200, 64, 344506
1525633926, 12, 2, 14200, 63, 715998
1525633988, 12, 2, 14200, 61, 793359
1525634051, 12, 2, 14200, 63, 214982
1525634115, 12, 2, 14200, 64, 343123
1525634179, 12, 2, 14200, 64, 89774
1525634242, 12, 2, 14200, 62, 838326
1525634307, 12, 2, 14200, 64, 117366
1525634372, 12, 2, 14200, 64, 875053
1525634436, 12, 2, 14200, 64, 808576
1525634499, 12, 2, 14200, 62, 530273
1525634568, 12, 2, 14200, 68, 803475
1525634632, 12, 2, 14200, 64, 143593
1525634697, 12, 2, 14200, 64, 474456
1525634761, 12, 2, 14200, 63, 909355
1525634826, 12, 2, 14200, 65, 707860
1525634888, 12, 2, 14200, 61, 829811
1525634952, 12, 2, 14200, 63, 727617
1525635016, 12, 2, 14200, 63, 441597
1525635078, 12, 2, 14200, 62, 738006
1525635142, 12, 2, 14200, 63, 945975
1525635208, 12, 2, 14200, 65, 711562
1525635271, 12, 2, 14200, 62, 972236
1525635334, 12, 2, 14200, 62, 813956
1525635400, 12, 2, 14200, 65, 834231
1525635462, 12, 2, 14200, 62, 294389
1525635528, 12, 2, 14200, 65, 46261
1525635589, 12, 2, 14200, 61, 528827
1525635653, 12, 2, 14200, 63, 404087
1525635715, 12, 2, 14200, 61, 788825
1525635776, 12, 2, 14200, 61, 869394
1525635842, 12, 2, 14200, 65, 136751
1525635906, 12, 2, 14200, 64, 455098
1525635971, 12, 2, 14200, 64, 746722
1525636036, 12, 2, 14200, 65, 363424
1525636102, 12, 2, 14200, 65, 215376
1525636165, 12, 2, 14200, 63, 566427
1525636233, 12, 2, 14200, 67, 757373
1525636297, 12, 2, 14200, 63, 402869
1525636361, 12, 2, 14200, 64, 134178
